user_prompt,player,rating
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::TAG,24.983499060621867
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::CARE,24.50520059586327
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::DREAM,24.412636099628216
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::SOLVE,22.678206060410897
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::RACE,22.05550140380647
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::SOLVE,21.504765754532727
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::PACT,20.604167980000835
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::PACT,20.604167980000835
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::BAD,18.04281876924262
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::BAD,18.04281876924262
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::RISE,17.608823234388826
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::BAD,16.524841582672778
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::CARE,16.37652595876336
